"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-05-23","0.00",,"67","57"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-05-24","0.00",,"74","58"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-05-25","0.00",,"81","61"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-05-26","0.00",,"94","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-05-27","0.02",,"82","59"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-05-28","0.00",,"73","59"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-05-29","0.00",,"77","63"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-05-30","0.00",,"85","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-05-31","0.01",,"85","70"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-01","0.00",,"88","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-02","0.00",,"87","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-03","0.00",,"90","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-04","0.00",,"90","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-05","0.00",,"90","78"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-06","0.00",,"93","62"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-07","0.00",,"76","59"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-08","0.00",,"73","61"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-09","0.76",,"71","59"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-10","0.14",,"76","59"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-11","0.00",,"72","62"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-12","0.00",,"80","63"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-13","0.20",,"75","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-14","0.01",,"80","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-15","0.00",,"80","66"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-16","0.00",,"75","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-17","0.32",,"75","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-18","0.00",,"87","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-19","0.00",,"80","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-20","0.01",,"92","73"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-21","0.00",,"88","73"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-22","0.16",,"82","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-23","0.00",,"92","73"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-24","0.05",,"95","76"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-25","0.00",,"91","72"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-26","0.00",,"91","74"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-27","0.00",,"94","72"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-28","0.02",,"96","77"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-29","0.00",,"90","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-06-30","0.00",,"80","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-01","0.00",,"77","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-02","0.00",,"82","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-03","0.00",,"90","70"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-04","0.00",,"98","77"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-05","0.00",,"99","78"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-06","0.00",,"103","80"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-07","0.00",,"101","80"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-08","0.01",,"89","77"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-09","0.00",,"90","77"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-10","0.00",,"85","74"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-11","0.00",,"93","73"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-12","0.00",,"94","75"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-13","0.62",,"86","76"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-14","0.90",,"81","73"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-15","0.00",,"86","73"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-16","0.00",,"95","76"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-17","0.00",,"94","78"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-18","0.00",,"94","82"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-19","0.15",,"94","75"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-20","0.00",,"89","77"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-21","0.00",,"94","79"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-22","0.00",,"88","76"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-23","0.68",,"91","75"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-24","0.00",,"98","84"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-25","0.14",,"93","74"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-26","0.00",,"87","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-27","0.00",,"92","74"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-28","0.00",,"91","78"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-29","0.02",,"89","76"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-30","0.00",,"84","70"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-07-31","0.00",,"83","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-01","0.00",,"80","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-02","0.00",,"84","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-03","0.00",,"86","74"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-04","0.00",,"91","77"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-05","0.01",,"93","81"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-06","0.00",,"87","74"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-07","0.00",,"86","72"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-08","0.00",,"88","75"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-09","0.00",,"92","76"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-10","0.00",,"93","78"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-11","0.00",,"92","77"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-12","0.11",,"79","71"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-13","0.00",,"82","70"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-14","0.00",,"80","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-15","0.07",,"79","69"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-16","0.16",,"85","72"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-17","0.00",,"92","77"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-18","0.00",,"86","74"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-19","0.00",,"91","72"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-20","0.00",,"90","74"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-21","0.00",,"81","68"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-22","1.05",,"84","70"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-23","0.48",,"73","67"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-24","0.01",,"73","65"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-25","0.47",,"71","64"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-26","0.00",,"83","69"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2010-08-27","0.00",,"79","64"
